alpha,beta,A,omega
1.6791753564460756,0.1849605584242411,1.0,1.3396923921039585
1.7506103550231409,0.21157731753395656,1.0,1.3721684220538906
1.9792396262333902,0.18137923122562213,1.0,1.4465827476329876
0.9623176905858946,0.05254412042063785,1.0,0.9975759449028396
0.5546523999238111,0.27973349290297217,1.0,0.8540994280458035
1.5152742894841,0.24230977972065226,1.0,1.2910142918688032
1.4128878333138009,0.06022149641266205,1.0,1.2043779591854522
0.7232190877442626,0.07929470228552926,1.0,0.8790780833763963
1.4815432218850175,0.2744782327685877,1.0,1.2857262995542187
1.3290029445386276,0.048038333578217664,1.0,1.1657730924262293
1.168024391800918,0.24276389735235818,1.0,1.148804521076646
0.9701890542001828,0.2725893500162038,1.0,1.0679688188146272
1.4345130795339518,0.17852633314302518,1.0,1.2434194938749925
1.0071110868756175,0.28878901086371866,1.0,1.0897725536392635
0.65088395109408,0.04928110570815303,1.0,0.825641957607337
1.7297671947497995,0.1860439431011417,1.0,1.3586922606639125
0.5993513197597018,0.06856230371728401,1.0,0.8013755421667199
1.8517660304957515,0.18456171692424067,1.0,1.4025395194337313
0.895580482068097,0.25561237638871703,1.0,1.027296557626397
1.6190015511815987,0.01685808099077775,1.0,1.276533529446381
1.4520092048392563,0.2466778526365568,1.0,1.2673526986348767
